UserID,Split,DegreeType,CurrentlyEmployed,ManagedOthers,WorkHistoryTopic,WorkHistoryLevel,SeniorLevel
1274219,Train,1,0,1,0,2,4
1274276,Train,1,0,1,11,3,4
1274436,Train,4,0,1,0,2,3
1274472,Train,4,0,0,0,3,6
1274561,Train,1,0,0,0,3,4
1274562,Train,4,1,0,0,1,3
1274567,Train,1,0,1,0,1,1
1274663,Train,4,1,0,0,2,3
1274910,Train,4,1,1,0,3,6
1274938,Train,0,1,0,18,2,5
1274945,Train,1,1,1,3,3,3
1275129,Train,1,1,1,0,2,4
1275230,Train,3,1,0,10,3,4
1275244,Train,3,1,0,0,1,2
1275257,Train,1,0,0,16,2,1
1275363,Train,1,0,0,0,2,3
1275372,Train,5,0,0,0,2,4
1275413,Train,0,0,1,0,3,5
1275491,Train,1,1,0,0,2,4
1275520,Train,4,1,1,0,2,6
1275567,Train,4,1,0,0,2,2
1275579,Train,3,1,0,0,2,3
1275617,Test,0,1,1,0,2,3
1275636,Train,4,1,1,15,3,3
1275646,Train,3,1,0,0,3,1
1275769,Train,1,0,1,12,2,6
1275777,Train,1,1,0,0,1,4
1275784,Train,1,1,0,0,2,3
1275833,Train,3,0,1,0,2,4
1275888,Train,4,0,1,0,3,6
1275894,Train,4,0,0,18,3,3
1275924,Train,1,0,0,0,2,6
1276005,Train,1,0,1,0,1,6
1276051,Train,5,1,0,0,3,5
1276119,Train,0,0,0,0,3,3
1276126,Test,4,0,0,0,2,4
1276150,Train,4,1,1,14,2,3
1276221,Train,4,0,1,8,3,4
1276225,Train,2,1,0,0,2,3
1276382,Train,1,0,0,0,1,4
1276410,Train,3,1,0,0,3,3
1276458,Train,3,1,0,0,2,4
1276468,Train,3,1,1,0,3,4
1276506,Train,4,1,0,0,2,6
1276542,Train,4,1,0,0,2,1
1276600,Train,0,0,0,18,1,4
1276607,Train,4,1,1,0,2,2
1276620,Train,2,1,1,0,3,4
1276662,Train,4,0,0,0,1,2
1276739,Train,4,0,0,0,3,3
1276794,Test,4,0,1,0,0,1
1276899,Train,1,0,1,0,1,6
1277016,Train,5,1,0,0,2,4
1277021,Train,5,1,1,0,2,5
1277074,Test,0,1,1,0,3,5
1277075,Train,4,1,0,2,2,4
1277119,Test,4,1,0,0,3,6
1277133,Test,1,1,0,0,2,4
1277136,Train,5,1,0,0,3,2
1277199,Test,3,1,1,0,2,4
1277229,Train,4,0,0,0,3,6
1277283,Train,1,1,0,8,2,4
1277289,Train,0,1,0,0,1,3
1277313,Train,5,0,0,0,1,1
1277358,Train,4,0,0,0,3,4
1277435,Train,4,0,0,0,2,3
1277503,Train,4,1,0,0,3,4
1277531,Train,1,1,1,0,1,3
1277544,Train,5,1,0,0,2,6
1277602,Test,4,1,1,0,3,6
1277630,Train,1,0,1,0,2,1
1277652,Train,3,0,0,2,3,2
1277698,Train,1,0,0,0,1,3
1277801,Train,6,0,0,0,2,3
1277964,Train,4,1,1,0,2,6
1277980,Train,3,0,0,0,3,2
1277986,Train,4,0,0,0,3,6
1278038,Train,3,1,0,0,2,4
1278131,Train,1,1,0,0,2,3
1278168,Train,3,0,1,0,1,3
1278223,Train,4,1,1,0,3,3
1278367,Train,4,1,1,0,1,2
1278390,Train,3,0,1,0,3,3
1278402,Train,4,0,0,0,1,2
1278404,Train,4,1,1,0,2,4
1278411,Train,3,1,0,0,3,2
1278418,Train,4,1,1,16,1,2
1278428,Train,4,1,0,0,2,3
1278444,Train,5,1,0,0,2,3
1278447,Train,4,0,1,0,2,6
1278516,Train,1,1,1,0,3,3
1278568,Train,3,0,0,0,2,3
1278666,Train,3,1,0,0,2,4
1278702,Train,3,1,1,0,3,6
1278742,Train,1,1,0,0,1,2
1278856,Train,4,1,1,0,3,6
1278974,Train,1,1,0,0,1,4
1279050,Train,4,0,0,0,3,3
1279127,Train,5,1,0,0,1,4
1279212,Train,3,0,0,0,1,2
1279241,Train,4,0,0,0,3,6
1279248,Train,3,1,1,0,1,2
1279261,Train,3,1,0,0,2,3
1279306,Train,5,1,0,0,3,3
1279314,Train,3,0,0,19,3,5
1279393,Train,4,1,0,0,3,5
1279491,Train,4,0,0,12,3,5
1279548,Train,1,1,0,0,1,2
1279654,Train,4,0,1,18,1,2
1279667,Train,3,0,1,0,2,3
1279704,Train,5,1,0,3,3,4
1279761,Train,0,0,0,0,2,4
1279823,Train,1,1,0,0,2,4
1279828,Train,5,1,0,0,2,6
1279874,Train,1,0,0,0,3,6
1279887,Train,5,0,1,0,1,3
1279898,Train,0,1,1,3,3,6
1279929,Train,1,0,0,0,3,4
1279941,Train,1,1,1,0,3,4
1279960,Train,5,1,0,0,3,6
1279967,Train,4,1,0,0,3,3
1279987,Train,4,1,0,0,2,4
1280005,Train,1,0,1,0,2,4
1280029,Train,5,1,0,0,3,3
1280244,Train,3,0,0,0,2,4
1280301,Train,0,1,0,0,3,3
1280311,Train,2,0,1,0,3,5
1280348,Train,5,1,1,0,2,4
1280445,Train,3,0,1,0,3,3
1280469,Train,1,1,0,0,2,3
1280636,Train,0,0,0,0,3,6
1280638,Train,2,0,0,0,2,3
1280640,Train,1,0,0,18,3,5
1280729,Train,1,0,1,4,0,0
1280734,Train,1,0,0,0,1,3
1280823,Train,1,1,1,0,2,4
1280847,Train,4,1,0,0,1,3
1280851,Train,4,0,1,0,1,4
1280953,Train,4,1,0,0,1,3
1280998,Train,1,1,1,0,1,2
1281014,Train,4,1,1,0,1,2
1281042,Train,4,1,0,0,2,4
1281110,Train,0,0,0,0,3,5
1281144,Train,1,0,1,0,2,2
1281166,Train,5,0,1,0,2,5
1281238,Train,4,1,1,0,2,3
1281448,Train,4,1,0,0,2,3
1281563,Train,0,0,1,12,3,4
1281611,Train,4,0,0,6,3,3
1281614,Train,1,1,0,0,1,3
1281731,Train,0,0,0,0,1,2
1281739,Train,1,1,1,0,1,5
1281771,Train,0,0,1,0,0,1
1281849,Train,1,0,1,0,1,2
1281904,Train,0,1,0,0,2,4
1281929,Test,4,1,0,3,2,3
1281931,Train,2,1,0,11,2,6
1282044,Train,0,0,0,14,2,3
1282128,Train,4,0,0,0,3,6
1282163,Train,4,1,1,0,3,3
1282190,Train,4,1,0,0,3,4
1282236,Train,4,1,0,0,2,3
1282262,Train,0,1,0,0,3,6
1282319,Train,1,1,1,0,2,3
1282332,Train,1,1,0,0,2,4
1282354,Train,0,1,0,0,2,2
1282364,Train,4,1,0,0,3,3
1282394,Train,1,1,0,0,1,1
1282422,Train,3,1,1,0,2,4
1282454,Train,4,0,1,0,3,4
1282482,Train,1,1,0,0,2,4
1282559,Train,0,1,0,0,2,5
1282573,Train,3,0,0,0,3,5
1282610,Train,0,1,0,9,3,3
1282658,Train,4,0,0,0,2,3
1282718,Train,4,0,0,0,2,3
1282800,Train,2,0,0,0,3,4
1282814,Train,3,1,0,0,1,3
1282897,Train,3,1,0,0,1,3
1282943,Train,1,0,0,0,2,3
1282951,Train,4,1,0,0,1,2
1283160,Train,5,1,0,0,2,3
1283242,Train,3,1,1,0,2,5
1283251,Train,3,0,0,0,3,6
1283310,Train,4,1,1,0,3,4
1283311,Train,4,0,0,0,3,5
1283320,Train,4,1,1,0,3,6
1283345,Train,0,1,0,0,3,5
1283411,Train,1,1,1,0,3,6
1283453,Train,4,1,1,0,3,6
1283548,Train,4,0,1,0,2,3
1283596,Train,4,0,0,0,1,3
1283623,Train,2,1,1,0,2,6
1283669,Train,1,1,1,5,2,6
1283700,Train,4,1,1,3,2,2
1283708,Train,3,1,0,0,3,4
1283712,Train,3,1,1,3,1,4
1283736,Train,3,1,1,1,1,3
1283750,Train,1,0,0,0,2,2
1283763,Train,0,0,1,0,2,4
1283803,Train,4,1,0,0,2,3
1283840,Train,4,0,0,0,3,6
1283961,Train,2,1,0,0,2,2
1284023,Train,5,1,0,0,2,4
1284131,Train,1,0,0,0,1,5
1284150,Train,0,1,0,0,3,6
1284329,Test,1,0,0,0,2,4
1284333,Train,0,0,0,0,2,5
1284367,Train,3,0,0,0,1,3
1284467,Train,4,0,0,0,1,4
1284567,Train,1,0,1,0,3,5
1284654,Train,0,0,0,0,1,2
1284668,Train,0,0,1,0,3,4
1284679,Train,3,0,1,0,1,3
1284731,Train,1,0,0,10,2,3
1284739,Train,0,1,1,0,2,2
1284743,Train,3,1,1,0,1,3
1284783,Train,1,1,1,0,2,4
1284784,Train,0,0,0,0,0,4
1284888,Train,4,0,1,0,2,6
1284951,Train,3,1,0,0,2,4
1285053,Train,3,0,0,19,2,5
1285079,Train,0,1,0,0,3,3
1285200,Train,3,0,1,0,2,4
1285250,Train,0,1,0,0,2,5
1285332,Train,1,1,0,0,1,4
1285343,Train,4,0,1,0,1,3
1285368,Train,3,0,0,12,3,1
1285412,Train,5,1,0,0,1,3
1285414,Train,1,0,0,12,2,2
1285510,Train,4,1,0,7,1,1
1285611,Train,4,1,1,0,1,5
1285645,Train,4,0,1,0,2,3
1285687,Train,4,0,1,0,3,6
1285707,Test,4,0,1,0,3,3
1285736,Train,3,1,1,4,3,3
1285814,Train,2,0,0,0,2,3
1285986,Train,3,0,0,0,2,4
1286030,Train,5,1,0,0,2,5
1286088,Train,4,1,0,0,2,3
1286103,Train,1,0,1,0,2,5
1286104,Test,1,0,1,0,2,3
1286186,Train,0,0,1,0,3,5
1286189,Train,3,1,1,0,3,4
1286192,Train,4,1,1,0,2,5
1286284,Train,0,1,0,0,2,6
1286353,Train,3,1,0,0,0,1
1286379,Train,4,1,1,0,2,3
1286488,Train,3,0,0,0,1,3
1286504,Train,4,1,0,0,1,6
1286512,Train,4,0,0,0,3,5
1286537,Train,1,1,0,0,3,4
1286538,Train,3,1,1,0,1,3
1286539,Train,5,1,0,10,3,5
1286540,Train,5,1,0,11,1,1
1286566,Train,5,0,1,0,1,3
1286578,Train,1,1,0,11,3,3
1286606,Train,1,0,0,0,1,3
1286623,Train,4,1,0,0,2,2
1286645,Train,4,0,1,0,3,6
1286689,Train,1,0,1,18,1,5
1286840,Train,0,1,0,0,2,2
1286846,Train,1,0,0,0,3,5
1286893,Train,1,0,1,0,1,4
1286915,Test,3,1,1,9,3,3
1286944,Train,4,1,0,0,3,4
1286976,Train,4,1,0,14,2,4
1287002,Train,4,1,0,0,2,3
1287021,Train,1,1,0,0,2,2
1287023,Train,4,1,1,0,2,4
1287110,Train,3,1,1,0,3,3
1287146,Train,1,0,0,0,1,4
1287151,Train,4,0,0,0,1,5
1287154,Train,1,0,0,0,2,2
1287173,Train,4,0,0,0,2,5
1287182,Train,3,1,0,0,3,3
1287187,Train,1,1,1,0,3,6
1287245,Train,1,0,0,0,1,3
1287249,Train,0,1,0,0,1,2
1287348,Train,3,1,1,0,1,3
1287373,Train,4,0,1,12,1,4
1287378,Train,4,0,0,0,3,4
1287537,Train,2,0,1,0,0,0
1287548,Train,4,1,1,0,2,3
1287579,Train,4,1,0,0,3,4
1287614,Train,3,1,0,0,1,2
1287700,Test,4,1,1,0,1,3
1287797,Train,4,1,0,6,3,3
1288003,Train,3,0,1,0,0,2
1288198,Train,1,1,0,15,3,6
1288266,Train,4,1,0,0,3,6
1288418,Train,4,0,1,0,3,6
1288472,Train,4,1,0,0,2,3
1288553,Train,4,1,1,0,2,3
1288561,Train,4,1,1,0,1,3
1288622,Train,2,1,1,0,2,5
1288828,Train,4,1,1,0,2,3
1288868,Train,3,1,1,0,3,4
1288932,Train,3,1,0,0,2,5
1288937,Train,4,1,0,0,2,4
1288943,Train,3,1,0,0,2,5
1288957,Train,5,1,0,0,3,4
1289060,Train,1,1,1,0,1,3
1289069,Train,1,1,1,3,2,5
1289111,Train,0,1,0,10,2,6
1289139,Train,4,1,1,0,1,3
1289198,Train,4,0,1,0,2,6
1289265,Train,4,1,1,0,2,4
1289280,Train,4,1,1,0,2,6
1289341,Train,1,0,0,0,3,3
1289345,Train,4,0,0,0,2,3
1289526,Train,4,0,0,3,3,4
1289541,Train,4,1,1,0,3,5
1289576,Train,5,1,1,0,3,4
1289624,Train,3,1,0,2,2,3
1289649,Train,4,1,0,0,2,3
1289660,Train,4,1,0,0,3,5
1289677,Train,5,1,0,12,2,4
1289679,Train,4,1,0,0,1,5
1289726,Train,3,1,1,0,2,4
1289747,Train,3,0,0,0,0,3
1289843,Train,5,0,0,0,2,3
1289905,Test,0,1,0,0,2,3
1289935,Train,4,1,0,0,3,4
1289971,Train,4,1,0,0,3,3
1290085,Train,4,1,1,0,3,5
1290223,Train,0,1,0,0,2,3
1290458,Train,3,1,0,0,3,6
1290467,Train,5,1,0,0,1,1
1290643,Train,3,1,0,0,3,4
1290645,Train,4,0,0,0,1,1
1290684,Train,0,1,1,12,2,3
1290703,Train,4,1,0,0,3,6
1290724,Test,0,0,0,0,1,3
1290753,Train,1,0,1,0,2,3
1290799,Train,3,0,1,0,2,3
1290903,Train,1,0,0,0,3,5
1290985,Train,4,1,0,0,0,2
1291000,Train,1,1,1,9,3,4
1291164,Train,4,1,1,13,3,5
1291212,Train,4,1,1,0,3,4
1291215,Train,4,1,1,0,3,4
1291249,Train,4,0,0,0,1,3
1291305,Train,3,1,1,0,3,5
1291309,Train,0,0,1,0,2,5
1291343,Train,0,1,0,0,3,6
1291367,Train,3,1,0,0,2,4
1291409,Train,4,1,0,0,2,2
1291494,Train,1,0,0,0,2,5
1291525,Train,4,1,0,0,3,5
1291529,Train,0,1,0,0,2,6
1291636,Train,5,1,1,0,1,3
1291663,Train,0,0,0,0,2,2
1291710,Train,4,1,1,0,3,6
1291772,Train,4,0,0,0,2,3
1291993,Train,2,0,0,0,2,4
1292028,Train,3,1,1,0,2,6
1292032,Train,0,1,1,0,2,3
1292232,Train,5,1,0,0,1,3
1292234,Train,3,1,1,0,1,4
1292256,Train,6,1,0,0,3,5
1292265,Train,4,1,1,0,2,5
1292300,Test,3,0,0,0,1,4
1292309,Train,4,0,0,0,3,3
1292348,Train,4,1,0,0,2,4
1292400,Train,4,1,0,0,1,4
1292423,Train,1,1,1,0,2,4
1292465,Train,1,1,0,0,3,5
1292508,Train,3,0,1,0,1,4
1292521,Train,0,0,0,0,1,3
1292533,Train,1,1,0,0,2,4
1292541,Train,1,1,1,0,2,3
1292554,Train,3,0,0,0,3,6
1292576,Train,1,0,1,0,1,3
1292665,Train,4,1,1,0,3,6
1292721,Train,4,0,0,0,3,6
1292731,Train,1,1,1,13,3,3
1292738,Train,4,1,0,0,2,4
1292751,Train,4,1,1,0,2,6
1292789,Train,5,1,0,0,2,4
1292813,Train,3,1,0,0,3,4
1292832,Train,4,1,0,3,3,6
1292842,Train,3,0,1,0,3,4
1292900,Train,1,0,0,0,1,5
1292929,Train,4,0,0,0,2,5
1293004,Train,4,0,1,0,2,4
1293097,Train,1,1,1,3,2,6
1293183,Train,3,0,1,18,3,4
1293224,Train,4,1,1,0,3,4
1293235,Train,1,0,0,0,1,1
1293295,Train,4,0,0,0,1,5
1293358,Train,5,1,0,0,3,3
1293440,Train,1,1,0,2,1,1
1293588,Test,4,0,0,0,2,1
1293631,Train,4,1,0,0,3,4
1293632,Train,1,1,0,0,2,5
1293750,Train,1,1,0,10,2,5
1293804,Train,1,1,1,0,1,3
1293818,Train,4,1,0,16,3,3
1293918,Train,1,1,1,0,1,6
1294023,Train,3,1,1,0,3,6
1294127,Train,3,0,0,0,3,3
1294208,Train,4,1,0,0,3,2
1294240,Train,4,1,1,11,2,6
1294271,Train,1,0,1,0,3,4
1294370,Train,3,1,1,0,3,6
1294384,Train,0,1,1,0,2,6
1294408,Train,0,0,1,0,2,4
1294487,Train,4,1,0,0,3,3
1294523,Train,5,1,0,0,3,3
1294582,Train,4,0,1,0,2,3
1294615,Train,1,1,1,0,0,0
1294641,Train,3,0,1,0,1,4
1294663,Train,1,1,0,0,3,6
1294751,Train,0,1,1,0,1,6
1294762,Train,1,1,1,0,3,5
1294777,Train,4,1,0,0,3,3
1294854,Train,3,1,0,0,3,6
1294884,Train,2,0,0,2,2,6
1295157,Train,1,0,0,18,3,4
1295183,Train,0,1,0,0,2,3
1295258,Train,0,1,1,0,3,3
1295284,Train,3,1,1,0,3,5
1295303,Train,4,0,0,0,2,6
1295307,Train,5,0,0,0,2,5
1295465,Train,0,1,1,0,2,6
1295515,Train,0,1,0,0,1,3
1295626,Train,1,1,0,0,1,3
1295726,Train,1,0,0,0,2,3
1295753,Train,1,0,0,2,1,1
1295877,Train,1,1,0,0,2,3
1295963,Train,4,1,1,0,1,4
1295984,Train,1,1,0,0,1,4
1296000,Train,6,1,0,0,3,3
1296038,Train,5,1,0,0,3,6
1296099,Train,4,1,0,0,3,6
1296253,Train,3,1,1,14,3,4
1296290,Train,0,1,0,0,2,3
1296341,Train,1,0,0,0,3,4
1296410,Train,5,1,0,0,3,4
1296515,Train,1,0,0,8,2,6
1296534,Train,4,0,1,0,1,6
1296584,Train,4,1,1,6,3,3
1296639,Train,3,1,0,0,1,3
1296679,Train,4,1,1,0,3,4
1296693,Train,4,1,1,0,2,3
1296717,Train,4,1,1,0,2,6
1296719,Train,1,1,0,0,2,3
1296770,Train,3,0,0,0,3,3
1296784,Train,3,0,1,0,1,3
1296802,Train,0,1,0,0,2,3
1296807,Train,3,1,0,0,1,6
1296862,Train,5,0,0,0,2,4
1296889,Train,1,0,1,0,3,6
1296960,Train,1,0,1,17,2,5
1296965,Train,1,1,0,0,1,1
1296981,Train,0,0,0,16,1,2
1297003,Train,0,1,0,0,1,2
1297127,Train,0,1,0,8,1,3
1297171,Train,1,1,1,0,3,5
1297176,Train,0,1,0,0,3,6
1297191,Train,5,1,1,0,3,4
1297229,Train,3,1,0,0,3,5
1297253,Train,1,1,1,0,2,3
1297369,Train,3,0,0,0,2,6
1297375,Train,4,0,1,10,3,5
1297436,Train,5,0,0,0,3,6
1297441,Train,4,0,0,0,2,3
1297562,Train,1,1,0,0,3,3
1297564,Train,4,1,0,0,3,5
1297619,Train,3,1,0,0,2,3
1297673,Train,3,1,1,0,1,2
1297679,Train,4,0,0,0,1,4
1297726,Test,4,1,1,0,2,4
1297807,Train,0,0,0,0,2,6
1297821,Train,4,1,0,0,3,6
1297859,Train,1,1,0,0,3,3
1297878,Train,5,0,0,0,2,5
1297895,Train,4,1,0,0,3,5
1297930,Train,3,0,0,0,1,2
1297933,Train,5,1,1,0,1,3
1298029,Train,1,1,1,0,1,3
1298032,Train,0,1,0,15,3,6
1298071,Train,1,0,1,11,3,3
1298353,Train,3,1,1,0,3,3
1298360,Train,1,0,0,0,1,3
1298370,Train,4,1,0,0,2,6
1298391,Train,0,1,0,0,3,4
1298423,Test,3,1,0,3,3,6
1298487,Train,4,1,0,0,3,6
1298528,Train,1,0,0,0,0,1
1298847,Train,3,1,1,0,2,4
1298909,Train,0,1,0,0,2,6
1299030,Train,5,1,0,0,3,6
1299286,Train,2,1,1,0,3,4
1299404,Train,4,1,0,0,1,2
1299406,Train,2,1,1,0,2,3
1299470,Train,1,1,0,0,1,1
1299584,Train,1,0,1,0,1,4
1299755,Train,5,1,1,0,3,5
1299775,Train,4,0,1,17,3,4
1299818,Train,4,1,1,0,3,4
1299912,Train,3,1,0,0,2,3
1300047,Train,5,1,1,0,2,3
1300124,Train,3,1,0,0,3,3
1300143,Train,5,0,1,0,1,4
1300146,Train,4,1,1,4,3,3
1300169,Train,4,0,0,0,3,3
1300177,Train,3,1,1,0,1,4
1300231,Train,0,0,0,0,3,6
1300349,Train,4,1,0,0,0,3
1300433,Train,3,0,0,0,2,4
1300441,Train,4,1,1,10,3,3
1300614,Train,4,1,0,0,1,4
1300618,Train,1,1,0,0,3,4
1300693,Train,1,0,1,3,2,2
1300713,Train,4,1,0,0,3,4
1300740,Train,5,1,0,0,1,3
1300786,Train,4,1,0,0,3,6
1300848,Train,3,1,0,0,1,2
1300885,Train,1,1,1,0,1,5
1301068,Train,0,1,1,0,3,4
1301139,Train,4,1,1,0,1,3
1301158,Train,4,0,0,0,1,6
1301162,Train,1,0,0,0,2,4
1301248,Train,0,0,1,0,3,6
1301295,Train,4,0,1,0,2,4
1301333,Train,4,0,0,0,1,6
1301363,Train,4,1,0,0,2,6
1301388,Train,1,1,1,0,2,3
1301440,Train,3,0,0,0,3,4
1301506,Train,4,0,0,19,3,4
1301526,Test,1,0,0,16,2,3
1301531,Test,4,1,1,0,2,5
1301565,Train,4,1,0,17,2,3
1301633,Train,4,1,0,0,1,4
1301686,Train,4,0,1,0,3,6
1301787,Train,5,0,1,0,2,4
1301840,Train,1,1,0,0,2,3
1301854,Train,4,0,1,7,2,4
1301918,Train,1,0,0,0,3,6
1301930,Train,1,0,0,0,3,6
1301972,Train,4,1,0,9,3,3
1302027,Train,4,0,0,3,3,6
1302075,Train,4,0,1,0,3,5
1302117,Train,0,1,1,0,2,5
1302167,Train,1,0,0,0,1,1
1302188,Train,4,1,1,0,1,2
1302217,Train,4,1,0,0,3,1
1302234,Train,4,0,1,0,3,6
1302268,Train,3,0,0,0,1,3
1302335,Train,2,0,0,0,3,4
1302469,Train,4,1,0,0,2,4
1302503,Train,1,1,0,0,1,2
1302648,Train,4,1,0,0,1,3
1302883,Test,1,1,1,0,1,2
1303028,Train,1,1,0,0,1,3
1303040,Train,1,1,1,0,3,2
1303063,Train,1,0,0,0,2,4
1303179,Train,3,1,0,0,2,4
1303263,Train,5,0,0,0,2,5
1303329,Train,5,1,0,0,2,4
1303359,Train,0,1,0,0,3,3
1303463,Train,0,0,0,0,2,3
1303498,Train,1,0,1,1,2,4
1303550,Train,4,0,1,3,2,5
1303555,Train,2,1,1,14,3,3
1303637,Train,1,1,1,0,3,4
1303643,Train,0,1,0,0,3,4
1303735,Train,1,1,0,0,1,4
1303755,Test,1,0,0,15,2,2
1303777,Train,3,1,0,0,2,2
1303804,Train,4,0,0,0,2,4
1303891,Train,1,1,1,0,0,3
1303917,Train,3,1,1,0,2,4
1303937,Train,4,1,1,0,3,5
1303940,Train,4,1,1,0,1,3
1303966,Train,2,1,1,0,2,4
1303967,Train,3,0,0,0,1,2
1304033,Train,1,0,0,0,3,6
1304070,Train,1,0,0,0,2,5
1304119,Train,6,1,0,0,3,5
1304140,Train,5,1,1,0,2,6
1304160,Train,0,0,0,0,1,3
1304179,Train,0,0,0,13,3,6
1304231,Train,4,1,1,18,1,4
1304267,Train,3,1,1,0,1,3
1304416,Train,3,1,0,0,3,6
1304472,Train,4,0,0,11,2,5
1304506,Train,1,1,0,3,3,3
1304562,Train,1,0,1,0,2,3
1304583,Train,4,1,0,0,3,4
1304619,Train,0,1,0,0,1,1
1304631,Train,4,1,1,19,2,3
1304699,Train,4,1,0,0,3,4
1304701,Train,4,0,1,0,1,3
1304786,Train,0,1,0,3,2,4
1304857,Train,4,1,1,0,2,4
1304912,Test,1,1,0,0,1,2
1304915,Train,1,0,0,0,3,4
1304925,Train,0,1,1,11,2,4
1304977,Train,0,0,0,0,3,4
1305125,Train,1,1,1,0,2,3
1305136,Train,5,1,0,0,3,4
1305150,Train,0,1,1,0,3,4
1305180,Train,4,1,0,0,2,2
1305362,Train,4,1,0,0,2,3
1305433,Train,1,1,0,0,2,6
1305573,Train,1,0,0,0,1,1
1305599,Train,5,1,1,19,3,4
1305636,Train,3,0,1,0,3,5
1305637,Train,1,0,0,0,1,4
1305670,Train,4,1,1,0,3,4
1305706,Train,4,1,0,0,2,3
1305749,Train,4,0,1,0,3,3
1305938,Train,1,1,1,0,3,5
1306015,Train,4,1,1,0,1,4
1306094,Train,3,0,0,0,0,0
1306188,Train,5,1,0,16,1,5
1306266,Test,3,0,1,5,2,4
1306300,Train,1,0,1,1,2,5
1306353,Train,0,1,1,0,2,2
1306364,Train,4,0,0,0,1,2
1306416,Train,4,0,0,10,3,3
1306431,Train,4,1,0,0,2,3
1306466,Train,1,1,1,0,3,4
1306517,Train,1,1,0,0,2,5
1306595,Train,0,1,0,0,1,3
1306659,Train,0,0,1,0,3,6
1306700,Train,4,1,0,7,1,3
1306733,Train,0,1,0,0,3,6
1306755,Train,4,1,0,0,3,6
1306778,Train,1,0,1,0,2,4
1306794,Train,0,1,0,0,3,4
1306827,Test,4,1,0,0,3,4
1306919,Train,4,1,0,12,3,4
1307033,Train,0,1,1,0,2,4
1307064,Train,1,1,0,0,2,4
1307255,Train,3,1,1,0,3,4
1307261,Train,4,1,0,8,1,5
1307337,Train,0,0,1,0,2,4
1307429,Train,2,1,0,0,1,4
1307468,Train,0,1,1,0,2,4
1307648,Train,4,0,0,0,3,6
1307651,Train,4,1,0,0,3,5
1307663,Train,3,0,0,0,2,3
1307719,Train,4,1,0,0,2,3
1307731,Train,5,1,0,0,3,4
1307758,Train,4,0,0,0,3,5
1307807,Train,0,1,1,0,2,3
1307838,Train,4,1,0,0,2,3
1307939,Train,0,1,1,14,3,5
1308000,Train,1,1,0,0,3,4
1308065,Train,4,0,0,6,3,2
1308137,Train,0,0,0,0,3,6
1308138,Train,0,1,0,15,1,3
1308157,Train,4,1,1,5,2,4
1308215,Train,3,1,0,0,3,3
1308272,Train,5,1,0,0,3,5
1308273,Train,4,0,0,0,2,2
1308391,Train,4,1,0,0,2,3
1308405,Train,1,0,0,14,2,3
1308438,Train,1,1,0,0,2,4
1308454,Train,1,1,0,0,1,1
1308485,Train,3,0,0,0,2,3
1308490,Train,1,0,1,0,2,2
1308576,Train,2,1,0,0,2,5
1308597,Train,3,0,1,0,3,3
1308642,Train,5,0,0,0,2,2
1308675,Train,4,0,0,0,2,2
1308701,Train,4,1,1,0,2,3
1308820,Train,4,1,1,0,1,3
1308841,Train,4,1,1,0,3,5
1308889,Train,3,1,0,0,3,4
1308901,Train,3,1,0,0,1,4
1308919,Train,1,1,0,0,3,4
1308951,Train,4,1,0,0,2,5
1309276,Train,3,1,1,0,1,2
1309390,Train,5,0,0,0,1,3
1309469,Train,0,1,0,0,2,6
1309476,Train,0,0,0,0,1,4
1309587,Train,4,1,0,0,2,5
1309589,Train,5,0,0,0,2,3
1309689,Train,5,1,1,0,3,3
1309755,Train,3,1,0,0,2,5
1309769,Train,1,0,0,0,3,6
1309873,Train,0,1,1,0,3,5
1309940,Train,5,1,1,0,3,5
1309954,Train,3,1,0,11,0,2
1309967,Train,4,1,1,0,2,3
1310020,Train,5,0,0,4,1,5
1310043,Train,0,0,0,0,2,3
1310120,Train,0,0,0,0,3,6
1310131,Train,4,1,1,0,2,6
1310181,Train,1,1,1,0,2,6
1310349,Train,5,0,0,0,3,6
1310363,Train,1,0,1,0,2,3
1310385,Train,4,0,0,0,3,5
1310409,Train,4,1,0,0,3,3
1310415,Train,1,0,1,0,3,6
1310466,Train,1,0,1,0,1,5
1310516,Train,3,0,0,15,3,6
1310615,Train,4,0,0,0,1,6
1310653,Train,4,1,0,0,2,2
1310700,Train,4,1,0,0,3,4
1310716,Train,5,1,1,0,2,6
1310741,Train,4,1,0,0,2,3
1310845,Train,5,1,0,0,2,3
1310897,Train,4,0,1,0,2,2
1311106,Train,4,1,0,0,2,4
1311141,Train,5,1,0,0,2,3
1311159,Train,5,1,1,0,3,4
1311166,Train,4,0,0,0,1,6
1311201,Train,5,1,0,0,2,3
1311243,Train,0,1,0,0,3,5
1311269,Train,5,1,1,0,2,3
1311357,Train,3,1,0,0,2,4
1311403,Train,1,1,1,0,0,3
1311473,Train,0,0,1,0,1,4
1311525,Train,4,1,0,0,1,3
1311614,Train,4,1,0,0,2,6
1311845,Train,1,0,0,0,2,3
1311862,Train,5,1,0,11,2,3
1311921,Train,4,1,0,0,2,3
1311926,Train,5,1,0,0,3,3
1312000,Train,2,0,0,0,2,4
1312095,Train,1,1,0,0,3,4
1312109,Train,1,0,0,4,2,3
1312122,Train,5,0,1,0,2,4
1312188,Train,1,1,1,0,2,3
1312307,Train,4,1,1,0,2,6
1312316,Train,1,0,0,0,3,3
1312392,Train,1,1,0,0,2,3
